Module	RelatedReqID	RuleType	Statement	ConditionTrigger	SystemAction	ExceptionErrorCode	TestHint	Status	EvidencePath
Team	FR-11	StateTransition	Sau merge: nếu ≥ min → target ACTIVE (+lock nếu closed); source REJECTED + releaseMembers	merge ok	gộp members làm MEMBER	N/A	source disbanded message	Implemented	TeamServiceImpl.java
Team	FR-11	Policy	Incomplete/matchmaking = PENDING với acceptedCount ngoài [min,max]	query incomplete	trả danh sách	N/A	under-min and over-max both listed	Implemented	TeamServiceImpl.java#getIncompleteTeams
Team	FR-13A	Scheduler	Cron khóa ACTIVE khi registration period ended; reject PENDING out-of-range + withdraw orphans	ONGOING + registration ended	lock ACTIVE; reject incomplete; withdraw orphans	N/A	run lockTeamsAfterRegistrationEnd	Implemented	teams/.../TeamLockServiceImpl.java
Team	FR-11	Scheduler	PENDING chưa confirm và graceDeadline < now → REJECTED + withdraw ACCEPTED + notify	expireOverdueGraceTeams	LEFT + withdraw + TEAM_FORMATION_GRACE_EXPIRED	N/A	wait >24h after close-early grace	Implemented	FormationGraceExpiryServiceImpl.java
Lottery	FR-13B	Gate	Lottery chỉ ONGOING	not ONGOING		HACKATHON_NOT_ONGOING	lottery DRAFT	Implemented	HackathonLotteryServiceImpl.java
Lottery	FR-13B	Gate	Registration phải ended; mọi ACTIVE phải locked	!canRunLottery		REGISTRATION_CLOSED (chưa end) / ACTIVE_TEAMS_NOT_LOCKED	lottery before close / unlocked ACTIVE	Implemented	HackathonLotteryServiceImpl + HackathonRegistrationSupport
Lottery	FR-13B	Gate	Không còn đội PENDING (awaiting/grace/blocked)	PendingTeamGateSnapshot.hasPending	422	TEAMS_PENDING_APPROVAL	lottery with pending teams	Implemented	PendingTeamGateService.java
Lottery	FR-13B	Gate	Không lottery cho FINAL; round chưa active	isFinal / isActive		INVALID_FINAL_ROUND / ROUND_ALREADY_ACTIVE	lottery final round	Implemented	HackathonLotteryServiceImpl.java
Lottery	FR-13B	Policy	Auto-lottery: ACTIVE+locked chưa có track; shuffle; round-robin OPEN tracks; group = Bảng A/B/… theo sequence	assignments empty	tạo assignments auto	INVALID_STATE nếu không có OPEN track mà còn team	auto lottery 24 teams 4 tracks balanced	Implemented	HackathonLotteryServiceImpl.java
Lottery	FR-13B	Validation	Manual assignment: team cùng hackathon, ACTIVE, locked, track OPEN cùng round, chưa có track round	vi phạm từng check		CROSS_HACKATHON_VIOLATION / TEAM_NOT_ACTIVE / TEAM_NOT_LOCKED / TRACK_CLOSED / TEAM_ALREADY_IN_TRACK_THIS_ROUND / INVALID_STATE	assign unlocked team	Implemented	HackathonLotteryServiceImpl.java
Lottery	FR-13B	SideEffect	Tạo TRP nếu thiếu + TRT registrationType=ASSIGNED + audit TEAM_TRACK_ASSIGNED	assignment ok	persist participation+track	N/A	team appears in track	Implemented	HackathonLotteryServiceImpl.java
Lottery	FR-13B	Invariant	Lottery/createTeam/close dùng findByIdForUpdate serialize critical section	concurrent ops	pessimistic lock hackathon row	N/A	race create vs lottery	Implemented	HackathonLotteryServiceImpl / TeamServiceImpl / CloseService
Team	FR-13/GD3	Policy	Sau DQ ghế ADVANCED prelim: nếu hackathon FINISHED chỉ log; nếu FINAL active reject backfill; else TOP_N bench hoặc WILDCARD pool	afterEliminate seats	promote candidate ADVANCED + final TRP + notify	INVALID_STATE race nếu candidate đã ADVANCED	DQ advanced team promotes next rank same group	Implemented	TeamDqBackfillServiceImpl.java
Team	FR-13/GD3	Invariant	Backfill candidate không ELIMINATED; same assignedGroup (case-insensitive) cho TOP_N path	filter ranking	skip ineligible	DQ_NO_BACKFILL_* audits khi empty	empty bench logs audit only	Implemented	TeamDqBackfillServiceImpl.java
Team	FR-11	Authorization	Journey yêu cầu TeamAccessGuard	unauthorized viewer	403	FORBIDDEN	IDOR journey	Implemented	TeamJourneyServiceImpl.java
Team	FR-13	SideEffect	releaseMembers: PENDING→REJECTED; ACCEPTED→LEFT (+optional withdraw); notify TEAM_RELEASED	reject/disband/merge source	audit TEAM_MEMBERS_RELEASED	N/A	banner TEAM_RELEASED	Implemented	TeamMembershipReleaseServiceImpl.java
