Module	RelatedReqID	RuleType	Statement	ConditionTrigger	SystemAction	ExceptionErrorCode	TestHint	Status	EvidencePath
Presentation	FR-26	Invariant	CK/HARD_LOCK mà thấy LATE_PENDING|LATE_APPROVED → log+audit INVARIANT_VIOLATION	GET queue final	Warn only không block	N/A	Data corrupt late trên CK	Implemented	PresentationQueueServiceImpl#warnHardLockLateInvariant
Presentation	FR-23	Gate	Điều khiển timer cần JUDGING phase	phase≠JUDGING	Từ chối	SCORING_NOT_OPEN	Timer khi còn CODING	Implemented	PresentationTimerServiceImpl#resolveContext
Presentation	FR-23	Validation	Phải có slot PRESENTING (pessimistic lock)	Không PRESENTING	Từ chối	INVALID_STATE	Start không có đội	Implemented	PresentationTimerServiceImpl#requirePresentingSlot
Presentation	FR-23	StateTransition	Start chỉ từ IDLE|SETUP|ENDED	Timer đã chạy	Từ chối	INVALID_STATE	Start 2 lần	Implemented	PresentationTimerServiceImpl#start
Presentation	FR-23	StateTransition	Pause: PRESENTING|QA; Resume: PAUSED; QA chỉ từ PRESENTING; End sớm chỉ từ QA (hoặc pause sau QA)	Sai phase	Từ chối	INVALID_STATE	QA từ IDLE; End từ PRESENTING	Implemented	PresentationTimerServiceImpl
Presentation	FR-23	StateTransition	QA remaining≤0 → ENDED không scoring guard	Timeout QA	Set ENDED	N/A	Hết giờ QA	Implemented	PresentationTimerServiceImpl#end
Presentation	FR-23	Validation	CK không set/clear duration theo trackId	isFinal+trackId	Từ chối	DESIGN_VIOLATION	PATCH duration CK+trackId	Implemented	PresentationDurationServiceImpl.java
Presentation	FR-23	Gate	Đổi duration cấm khi scoringLocked hoặc đã DONE/timer started	Locked hoặc timer started	Từ chối	INVALID_STATE	Đổi phút sau start	Implemented	presentation/support/PresentationDurationMutationGuard.java
Presentation	FR-23	SideEffect	Update duration → reschedule slots từ examAt nếu chưa có DONE và chưa lock	Update/clear duration	Cascade startsAt/endsAt + WS	N/A	Đổi phút trước shuffle start	Implemented	PresentationSlotCascadeServiceImpl.java
Presentation	FR-23	Authorization	Grant controller: judge phải assigned track/round; expectedControllerJudgeId race → CONTROLLER_CONFLICT	Grant sai judge / race	409 hoặc validation	JUDGE_NOT_ASSIGNED_TO_TRACK|JUDGE_NOT_ASSIGNED|CONTROLLER_CONFLICT	Grant judge chưa assign	Implemented	PresentationControllerServiceImpl.java
Presentation	FR-23	Validation	Round controller chỉ cho isFinal	!isFinal get/grant round	Từ chối	INVALID_STATE	Grant controller round SL	Implemented	PresentationControllerServiceImpl.java
Presentation	FR-23	Policy	Default controller = judge assignedAt sớm nhất (không dùng HEAD)	Không override controllerJudge	resolveTrack/RoundControllerId	N/A	2 judge → earliest assignedAt	Implemented	PresentationControllerGuard#findDefaultControllerJudgeId
Appeal	N/A	Authorization	Chỉ team leader gửi khiếu nại	Không phải leader	403	FORBIDDEN/NOT_TEAM_MEMBER	Member gửi appeal	Implemented	appeals/service/impl/AppealServiceImpl.java;me/support/StudentAccessGuard.java
Appeal	N/A	Validation	Chỉ đội TeamStatus.ELIMINATED (loại thủ công) được appeal	team≠ELIMINATED	Từ chối	INVALID_STATE	Appeal đội ACTIVE	Implemented	AppealServiceImpl.java
Appeal	N/A	Validation	Trong 24h kể từ eliminatedAt	now&gt;eliminatedAt+24h hoặc null	Từ chối	APPEAL_DEADLINE_EXPIRED|INVALID_STATE	Appeal sau 25h	Implemented	AppealServiceImpl.java
Appeal	N/A	Invariant	Mỗi đội mỗi round 1 appeal	exists team+round	409 Conflict	INVALID_STATE	Appeal 2 lần cùng round	Implemented	AppealServiceImpl.java
StudentPortal	FR-24	Gate	Student xem điểm chi tiết cần isPublished	!published	Từ chối	RESULT_NOT_PUBLISHED	Xem điểm trước publish	Implemented	me/student/.../StudentPortalServiceImpl.java#getTeamScoreBreakdown
JudgePortal	FR-18	Authorization	Judge list submissions: roundId bắt buộc + roundScope assignment; chỉ gradable + track được assign	Không assign	403/400	FORBIDDEN|VALIDATION_FAILED	Judge list round khác	Implemented	me/judge/.../JudgePortalServiceImpl.java#listSubmissions
JudgePortal	FR-18/FR-23	Gate	Chốt điểm: assigned; !scoringLocked; đủ criteria; slot PRESENTING; idempotent nếu đã confirm	Thiếu điểm / không PRESENTING / locked	Từ chối	VALIDATION_FAILED|INVALID_STATE|SCORING_LOCKED	Confirm khi WAITING	Implemented	JudgePortalServiceImpl#confirmSubmissionScoring
JudgePortal	FR-18/FR-20A	Gate	Sửa comment điểm: chỉ owner; không khi scoringLocked	Locked hoặc không owner	FORBIDDEN / ScoringLockedException	FORBIDDEN|SCORING_LOCKED	Sửa comment sau lock	Implemented	JudgePortalServiceImpl#updateScoreComment
JudgePortal	FR-22B	Authorization	Judge casting vote chỉ khi chưa scoringLocked + có assignment scope	Locked / không assign	FORBIDDEN / ScoringLockedException	FORBIDDEN|SCORING_LOCKED	Vote sau lock (Coord resolve)	Implemented	JudgePortalServiceImpl#submitTiebreakVote
JudgePortal	FR-18	Authorization	Cập nhật completion_status chỉ assignment của mình; không khi locked	Assignment người khác / locked	FORBIDDEN / ScoringLockedException	FORBIDDEN|SCORING_LOCKED|VALIDATION_FAILED	Cập nhật assignment người khác	Implemented	JudgePortalServiceImpl#updateScoringCompletion
Calibration	FR-29	Validation	Prompt: round thuộc hackathon; sample submission thuộc round	Sai hackathon/sample	Từ chối	INVALID_STATE	Sample submission round khác	Implemented	rbl/calibration/service/CalibrationService.java
Calibration	FR-29	StateTransition	Chấm thử chỉ khi prompt OPEN; close set CLOSED+closedAt	status≠OPEN	Từ chối	INVALID_STATE	Submit sau close	Implemented	CalibrationService#submit;#close
Calibration	FR-29	Authorization	Judge list open / submit / distribution cần assignment round	Không assign	Từ chối	INVALID_STATE	Judge chưa assign chấm thử	Implemented	CalibrationService#requireAssigned
Calibration	FR-29	Validation	Điểm thử ≤ maxScore criterion thuộc round	Criterion sai / vượt max	Từ chối	INVALID_STATE	Score thử vượt max	Implemented	CalibrationService#submit
Presentation	FR-18/FR-23	Policy	PUBLISHED&gt;SCORING_LOCKED&gt;SETUP(!active)&gt;CODING(now&lt;deadline)&gt;JUDGING	Thời gian/flags round	Điều khiển scoring/timer/shuffle	N/A	Close-early → JUDGING ngay	Implemented	presentation/support/RoundPhaseResolver.java
RoundProgression	FR-16/FR-26	Policy	ALLOW_LATE_PENDING (SL) vs HARD_LOCK (CK) — BC-01	Round.lateSubmissionPolicy	Nhánh status late	N/A	Đổi policy round	Implemented	rounds/value_object/LateSubmissionPolicy.java
