Module	RelatedReqID	RuleType	Statement	ConditionTrigger	SystemAction	ExceptionErrorCode	TestHint	Status	EvidencePath
JudgeAssign	FR-05	Validation	G4 assign: chỉ NORMAL|FINAL_EXTERNAL; FINAL_EXTERNAL→EXTERNAL; NORMAL→INTERNAL; không HEAD	assignFinalRoundG4	Reject	INVALID_ASSIGNMENT_TYPE	G4-H03 types	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Policy	G4: judge đã chấm prelim trong hackathon → Warning JUDGE_PARTICIPATED_IN_PRELIM (không block)	hasPreliminaryTrackAssignmentInHackathon	Warning + vẫn tạo assignment	N/A	TC prelim judge to final warning	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	SideEffect	Assign/unassign: audit; notify JUDGE_*; email best-effort	assign/unassign thành công	notify + optional email	N/A	TC assign notifies	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
MentorAssign	FR-05	Authorization	Mentor phải MENTOR|JUDGE APPROVED	requireApprovedPersonnel	Reject	USER_INVALID_ROLE; USER_NOT_APPROVED	Personnel Guard mentor	Implemented	users/support/PersonnelAssignmentRules.java; MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Design	Mentor chỉ trên Track sơ loại	TrackRoundRules	Reject	DESIGN_VIOLATION	TC mentor final track	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	StateTransition	Track phải OPEN (không CANCELLED / không status khác)	status != OPEN	Reject	INVALID_STATE	TC mentor on CLOSED track	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Gate	Parent hackathon DRAFT|ONGOING; không archived	status locked / FINISHED	Reject	TRACK_HACKATHON_LOCKED; HACKATHON_ARCHIVED	TC mentor FINISHED	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Invariant	Không duplicate mentor cùng track	exists mentor+track	Reject	MENTOR_ASSIGN_DUPLICATE	TC duplicate mentor	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Invariant	Không Mentor nếu đang Judge cùng track	exists judge on track	Reject	CONFLICT_SAME_TRACK	TC judge then mentor same	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Invariant	Judge FINAL_EXTERNAL của hackathon không làm Mentor sơ loại	existsFinalExternalJudgeInHackathonOfTrack	Reject	FINAL_JUDGE_CANNOT_BE_MENTOR	TC final guest as mentor	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Invariant	Mỗi user chỉ Mentor 1 track / round	existsByMentorIdAndRoundIdExcludingTrack	Reject	PERSONNEL_ONE_TRACK_PER_ROUND	TC mentor two tracks same round	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
MentorAssign	FR-05	Policy	Cross-track Mentor A + Judge B (khác track) được phép	không throw khi khác track	Allow	N/A	PersonnelAssignmentRules javadoc	Implemented	users/support/PersonnelAssignmentRules.java
MentorAssign	FR-05	SideEffect	Assign/unassign: audit; notify MENTOR_*; email best-effort	assign/unassign	notify + email	N/A	TC mentor notify	Implemented	mentors/service/impl/MentorAssignmentServiceImpl.java
Event	FR-06A	Gate	Event CRUD chặn khi hackathon FINISHED	archiveGuard	Reject	HACKATHON_ARCHIVED	TC event on archived	Implemented	events/service/impl/EventServiceImpl.java
Event	FR-06A	Gate	POST order: WORKSHOP yêu cầu đã có KICKOFF	create WORKSHOP không có KO	Reject	EVENT_KICKOFF_MISSING	G1-N01 EventServiceImpl path	Implemented	events/service/impl/EventServiceImpl.java
Event	FR-06A	Gate	POST order: AWARDS yêu cầu đã có WORKSHOP	create AWARDS không có WS	Reject	EVENT_ORDER_VIOLATION	G1-N02	Implemented	events/service/impl/EventServiceImpl.java
Event	FR-06A	Gate	Không xóa KICKOFF khi còn WORKSHOP/AWARDS; không xóa WORKSHOP khi còn AWARDS	assertDeleteDependencies	Reject	EVENT_ORDER_VIOLATION	G1-N06; G1-N07	Implemented	events/service/impl/EventServiceImpl.java
Event	FR-06A	Validation	Phải có location hoặc meetUrl	cả hai blank	Reject	EVENT_LOCATION_REQUIRED	TC event no location	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	Milestone bắt buộc endsAt; endsAt >= startsAt	endsAt null hoặc trước startsAt	Reject	EVENT_END_REQUIRED; EVENT_END_BEFORE_START	TC milestone no end	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	Mỗi type milestone chỉ 1 event / hackathon	second KICKOFF/WORKSHOP/AWARDS	Reject	EVENT_MILESTONE_DUPLICATE	TC duplicate KICKOFF	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	Không overlap cùng type milestone; không overlap milestone↔OTHER	findOverlapping / findOtherOverlapping	Reject	EVENT_OVERLAP; EVENT_CONFLICTS_WITH_MILESTONE	TC overlapping events	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	Lịch thực tế phaseOrder: WORKSHOP → KICKOFF → AWARDS (earlier.end < later.start)	validateLayer3Ordering	Reject	EVENT_ORDER_VIOLATION	G1-E01 schedule order	Implemented	events/service/impl/EventScheduleValidatorImpl.java; EventTimeline.java
Event	FR-06A	Validation	WORKSHOP và KICKOFF phải khác calendar day	cùng ngày	Reject	EVENT_ORDER_VIOLATION	G1-N03	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	KICKOFF trong (registrationEnd; eventStart) exclusive	KickoffWindowRule	Reject	EVENT_OUT_OF_HACKATHON	TC KO on regEnd day	Implemented	events/service/impl/window/KickoffWindowRule.java
Event	FR-06A	Validation	WORKSHOP trong (registrationEnd; eventStart); và đã có KICKOFF (window rule)	WorkshopWindowRule	Reject	EVENT_OUT_OF_HACKATHON	G1-N01 via validator path	Implemented	events/service/impl/window/WorkshopWindowRule.java
Event	FR-06A	Validation	AWARDS starts đúng ngày eventEnd; không kết thúc sau eventEnd	AwardsWindowRule	Reject	EVENT_OUT_OF_HACKATHON	TC AWARDS wrong day	Implemented	events/service/impl/window/AwardsWindowRule.java
Event	FR-06A	Validation	AWARDS.startsAt phải sau publishedAt/scoringLockedAt/hoặc examAt+coding+buffer của CK	validateAwardsAfterFinalSubmissionDeadline	Reject	AWARDS_BEFORE_FINAL_DEADLINE	TC awards before final done	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	Validation	OTHER nằm trong [eventStart; eventEnd]; PRESENTATION skip window rules	validateWithinHackathon / PRESENTATION return	Reject EVENT_OUT_OF_HACKATHON (OTHER)	EVENT_OUT_OF_HACKATHON	TC OTHER outside window	Implemented	events/service/impl/EventScheduleValidatorImpl.java
Event	FR-06A	SideEffect	isPublic=true → fan-out EVENT_REMINDER tới APPROVED; đổi startsAt reset reminderSentAt	create/update public	sendBatch	N/A	TC public event notify	Implemented	events/service/impl/EventServiceImpl.java
Event	FR-06A	Invariant	Sau create/update/delete KICKOFF: assertAllRoundsExamAtValid (ném violation đầu tiên)	KICKOFF mutation	Reject timeline code	ROUND_EXAM_BEFORE_KICKOFF; EVENT_OUT_OF_HACKATHON	TC KO change breaks examAt	Implemented	events/service/impl/EventServiceImpl.java; HackathonTimelineServiceImpl.java
TempJudge	FR-05A	Invariant	Email temp judge chưa tồn tại	existsByEmail	Reject	USER_EMAIL_TAKEN	TC duplicate email invite	Implemented	users/service/impl/TempJudgeServiceImpl.java
TempJudge	FR-05A	SideEffect	Tạo EXTERNAL JUDGE isTempAccount PENDING + invitation 72h + email temp password; mustChangePassword=true	createTempJudge	save user+invitation; audit TEMP_ACCOUNT_CREATE	N/A	TC create temp judge PENDING	Implemented	users/service/impl/TempJudgeServiceImpl.java; InvitationConstants.java
TempJudge	FR-05A	Gate	Không mời/resend khi hackathon FINISHED hoặc today > eventEnd	assertHackathonNotEnded	Reject	TEMP_JUDGE_HACKATHON_ENDED	TC invite after eventEnd	Implemented	invitations/service/impl/GuestJudgeLifecycleServiceImpl.java
TempJudge	FR-05A	Authorization	Login temp judge bị chặn khi mọi hackathon gắn đã ended	assertHackathonNotEndedForTempJudge	AuthException 401	TEMP_JUDGE_HACKATHON_ENDED	TC login after finished	Implemented	invitations/service/impl/GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05A	Validation	Resend/revoke chỉ cho role JUDGE invitation	role != JUDGE	Reject	VALIDATION_FAILED	TC resend mentor invite	Implemented	invitations/service/impl/InvitationServiceImpl.java
Invitation	FR-05A	StateTransition	Không resend/revoke khi đã accepted (acceptedAt hoặc mustChangePassword=false)	accepted	Reject	INVITATION_ALREADY_ACCEPTED	TC revoke after activate	Implemented	invitations/service/impl/InvitationServiceImpl.java
Invitation	FR-05A	StateTransition	Không resend/revoke khi đã revoked	revokedAt set	Reject	INVITATION_ALREADY_REVOKED	TC double revoke	Implemented	invitations/service/impl/InvitationServiceImpl.java
Invitation	FR-05A	Gate	Resend chỉ khi hết hạn hoặc lastTokenSent=false	stillValid && !lastSendFailed	Reject	INVITATION_STILL_VALID	TC resend while valid	Implemented	invitations/service/impl/InvitationServiceImpl.java
Invitation	FR-05A	Gate	Resend cần có KICKOFF có startsAt; now < kickoffStart − 48h	assertResendAllowed	Reject	EVENT_KICKOFF_NOT_FOUND; INVITATION_RESEND_AFTER_KICKOFF_CUTOFF	TC resend within 48h KO	Implemented	invitations/service/impl/GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05A	Invariant	Invitation judge khách phải gắn hackathon	hackathon null trên invitation	Reject	INVITATION_HACKATHON_REQUIRED	TC invitation without hackathon	Implemented	invitations/service/impl/GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05A	SideEffect	Resend: reset temp password + token + expiresAt +72h; email; audit INVITATION_RESEND	resend allowed	update user/invitation	N/A	TC resend rotates token	Implemented	invitations/service/impl/InvitationServiceImpl.java
